id,first_name,last_name,name,city,state,country,industry,lead_source,status,assigned_user_id,next_followup_date,created_at,updated_at,deleted_at
ea882c12-4ddd-49ae-bd97-6d6b9a75aeb2,Patrick,Khurana,Patrick Khurana,Chennai,Tamil Nadu,India,Wholesale,Referral,New,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-05-18 13:51:14.739339,2026-01-04 23:21:22,2026-05-16 13:51:14.739370,
1bf8deb5-4a01-4bcc-8ec9-3687027ddeec,Luke,Seth,Luke Seth,Bangalore,Karnataka,India,Retail,Website,New,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-05-22 13:51:14.739392,2026-01-09 20:59:40,2026-05-16 13:51:14.739419,
7146f1f7-bbec-4672-89f4-2397a024c5c5,Yasti,Kapur,Yasti Kapur,Bangalore,Karnataka,India,Services,Website,New,42050019-05f0-4de7-b45b-cea5eda7386f,2026-05-22 13:51:14.739440,2026-02-09 18:29:05,2026-05-16 13:51:14.739466,
6f0ff1c4-7b92-4bce-a07a-e96fac444133,Ijaya,Dugar,Ijaya Dugar,Hyderabad,Telangana,India,Logistics,LinkedIn,Contacted,566164f0-b746-41f4-b85a-4806de2c294b,2026-05-31 13:51:14.739487,2026-01-25 23:33:30,2026-05-16 13:51:14.739519,
b6c61c39-aea8-435c-92b4-8881cbc2db01,Brijesh,Dora,Brijesh Dora,Pune,Maharashtra,India,Retail,LinkedIn,New,404d7654-52ae-4333-91d7-753b4d63789e,2026-05-31 13:51:14.739539,2026-04-24 20:53:22,2026-05-16 13:51:14.739566,
636661ba-375f-4e9d-ac3a-be64a2b19b3a,Omkaar,Naidu,Omkaar Naidu,Surat,Gujarat,India,Wholesale,IndiaMART,Qualified,42050019-05f0-4de7-b45b-cea5eda7386f,2026-06-01 13:51:14.739587,2026-01-28 19:34:29,2026-05-16 13:51:14.739613,
a76a7ab6-c07d-44e9-80fb-06de114dd97b,Robert,Narain,Robert Narain,Chennai,Tamil Nadu,India,Logistics,Website,New,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-06-03 13:51:14.739633,2026-05-05 20:03:32,2026-05-16 13:51:14.739659,
1cf5e321-3839-4c22-b6ab-4dca812e25d5,Nachiket,Gour,Nachiket Gour,Kochi,Kerala,India,Logistics,IndiaMART,Qualified,13815ae1-d9c7-4b60-877c-5b354527caac,2026-05-17 13:51:14.739681,2025-12-09 02:22:37,2026-05-16 13:51:14.739707,
6a519168-e881-4630-8451-4d2b52d76483,Ekaraj,Koshy,Ekaraj Koshy,Bangalore,Karnataka,India,Retail,IndiaMART,Contacted,13815ae1-d9c7-4b60-877c-5b354527caac,2026-05-20 13:51:14.739727,2026-04-10 06:38:05,2026-05-16 13:51:14.739754,
9fb01ca5-7b75-4a11-93e8-135b8ff97848,Aarini,Babu,Aarini Babu,Bangalore,Karnataka,India,Manufacturing,LinkedIn,Contacted,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-05-23 13:51:14.739775,2026-02-07 18:45:19,2026-05-16 13:51:14.739801,
252275e9-728f-43c4-9ee7-63d00f4e7322,Amol,Din,Amol Din,Ahmedabad,Gujarat,India,Retail,Website,Qualified,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-05-30 13:51:14.739821,2026-02-09 22:19:50,2026-05-16 13:51:14.739847,
7aecb531-4042-414f-b028-6117a18963fd,Yuvraj,Chawla,Yuvraj Chawla,Delhi,Delhi,India,Manufacturing,JustDial,Qualified,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-05-22 13:51:14.739868,2025-12-21 10:07:13,2026-05-16 13:51:14.739895,
9034435d-9d72-4e18-8e88-d204a4566800,Mahika,Hans,Mahika Hans,Delhi,Delhi,India,Wholesale,Referral,Contacted,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-05-21 13:51:14.739915,2026-05-14 18:54:55,2026-05-16 13:51:14.739942,
0274f550-5730-40b7-8bd7-36c337e9c024,Chanakya,Vora,Chanakya Vora,Pune,Maharashtra,India,Logistics,IndiaMART,Contacted,e75d85fc-9d80-421a-aa90-2624363de215,2026-06-01 13:51:14.739963,2026-04-21 19:12:34,2026-05-16 13:51:14.739990,
875bdcea-55ec-4b16-b350-92b1a7932256,Inaya,Murty,Inaya Murty,Delhi,Delhi,India,Pharma,JustDial,Qualified,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-05-27 13:51:14.740011,2026-04-27 17:43:15,2026-05-16 13:51:14.740037,
5f3e1376-eb40-4f19-8dde-40a94249e53c,Matthew,Shetty,Matthew Shetty,Bangalore,Karnataka,India,Services,Referral,New,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-06-04 13:51:14.740057,2026-04-06 16:51:35,2026-05-16 13:51:14.740083,
d792bf11-d23d-4258-acd9-fa454b646c60,Balveer,Basu,Balveer Basu,Hyderabad,Telangana,India,Retail,LinkedIn,New,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-05-20 13:51:14.740103,2026-02-19 06:23:39,2026-05-16 13:51:14.740129,
805060e3-e481-4d10-8c08-2706a79b1517,Bakhshi,Thakur,Bakhshi Thakur,Hyderabad,Telangana,India,Manufacturing,IndiaMART,Qualified,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-06-04 13:51:14.740149,2025-11-27 06:52:35,2026-05-16 13:51:14.740175,
8b5cb1b5-ac10-4985-9639-b55c777e7896,Aashi,Patel,Aashi Patel,Kochi,Kerala,India,Wholesale,Referral,Contacted,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-05-24 13:51:14.740195,2026-05-06 02:30:44,2026-05-16 13:51:14.740221,
686ed4b2-b499-47a1-ae13-ff9359f81e42,Frederick,Chhabra,Frederick Chhabra,Pune,Maharashtra,India,Retail,IndiaMART,New,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-05-25 13:51:14.740241,2026-03-25 03:23:17,2026-05-16 13:51:14.740267,
aaeeb578-8088-4a1d-897e-cb66febfe50e,Hemang,Swamy,Hemang Swamy,Nashik,Maharashtra,India,Services,Referral,Qualified,566164f0-b746-41f4-b85a-4806de2c294b,2026-05-31 13:51:14.740287,2026-04-04 23:49:10,2026-05-16 13:51:14.740313,
a4725d61-7e32-40cc-b038-0eb327280145,Triveni,Ghosh,Triveni Ghosh,Hyderabad,Telangana,India,Logistics,IndiaMART,Contacted,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-05-18 13:51:14.740334,2025-12-29 08:21:14,2026-05-16 13:51:14.740360,
fe6112e7-be8e-4e4d-8187-475386744f21,Wishi,Sarma,Wishi Sarma,Ahmedabad,Gujarat,India,Wholesale,IndiaMART,Contacted,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-05-19 13:51:14.740381,2026-05-04 19:24:43,2026-05-16 13:51:14.740407,
4c4eb2b6-6844-4cf2-a8c3-a9c3634b3e8c,Nathaniel,Acharya,Nathaniel Acharya,Hyderabad,Telangana,India,Wholesale,LinkedIn,Contacted,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-06-04 13:51:14.740426,2026-04-23 07:58:11,2026-05-16 13:51:14.740452,
c2b7f6d9-7d0b-4f20-84d3-a07dc33efe22,Harita,Sarraf,Harita Sarraf,Chennai,Tamil Nadu,India,Pharma,LinkedIn,New,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-05-23 13:51:14.740473,2026-04-12 02:03:40,2026-05-16 13:51:14.740499,
c563223a-8390-4fbe-abf1-d74b0e06e109,Darika,Edwin,Darika Edwin,Ahmedabad,Gujarat,India,Wholesale,JustDial,New,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-05-23 13:51:14.740520,2026-01-04 10:12:23,2026-05-16 13:51:14.740546,
abe42c1c-536d-4ae0-93e3-915954fae88c,Sanya,Jaggi,Sanya Jaggi,Ahmedabad,Gujarat,India,Retail,Referral,Contacted,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-05-24 13:51:14.740566,2025-11-20 14:42:13,2026-05-16 13:51:14.740600,
72a48278-8c32-46ad-9fca-1ef064534453,Harita,Dhar,Harita Dhar,Mumbai,Maharashtra,India,Wholesale,JustDial,Qualified,e75d85fc-9d80-421a-aa90-2624363de215,2026-05-28 13:51:14.740622,2026-02-14 11:20:50,2026-05-16 13:51:14.740649,
37fc81cc-1ff5-4bdf-8399-4fd3c084dd3b,Ojas,Date,Ojas Date,Ahmedabad,Gujarat,India,Manufacturing,LinkedIn,Contacted,404d7654-52ae-4333-91d7-753b4d63789e,2026-05-17 13:51:14.740668,2025-12-28 11:41:35,2026-05-16 13:51:14.740694,
5a20861f-ba19-462d-a1da-d98fc893c637,Maanas,Kuruvilla,Maanas Kuruvilla,Chennai,Tamil Nadu,India,IT,Website,New,13815ae1-d9c7-4b60-877c-5b354527caac,2026-05-25 13:51:14.740715,2025-12-20 05:21:39,2026-05-16 13:51:14.740741,
24714930-4846-442c-af0e-dc4fb1c6167c,Balhaar,Soni,Balhaar Soni,Mumbai,Maharashtra,India,Wholesale,IndiaMART,Qualified,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-05-25 13:51:14.740761,2026-01-20 01:10:45,2026-05-16 13:51:14.740787,
bfa7e76d-20d5-415f-afb3-54aa3c079b5d,Tejas,Nagarajan,Tejas Nagarajan,Hyderabad,Telangana,India,Logistics,JustDial,Contacted,566164f0-b746-41f4-b85a-4806de2c294b,2026-06-01 13:51:14.740808,2026-04-29 11:09:18,2026-05-16 13:51:14.740836,
7c4abd5c-ab41-4dff-9484-44f6b6bf86c0,Yatin,Krishna,Yatin Krishna,Hyderabad,Telangana,India,IT,JustDial,New,42050019-05f0-4de7-b45b-cea5eda7386f,2026-06-01 13:51:14.740855,2026-03-10 17:59:10,2026-05-16 13:51:14.740881,
be4bb42b-e96a-4977-a96c-8aabaf0ecc46,Xiti,Talwar,Xiti Talwar,Hyderabad,Telangana,India,Services,Website,Qualified,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-05-26 13:51:14.740901,2025-11-28 14:00:41,2026-05-16 13:51:14.740927,
1b349f58-6946-4125-85d2-2d5acbd1f368,Anthony,Kaur,Anthony Kaur,Ahmedabad,Gujarat,India,Wholesale,Website,Contacted,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-06-03 13:51:14.740946,2026-01-02 14:07:30,2026-05-16 13:51:14.740973,
3e98c40f-b72e-4816-8b13-88d38b1adc9e,Devansh,Behl,Devansh Behl,Chennai,Tamil Nadu,India,Pharma,IndiaMART,Contacted,e75d85fc-9d80-421a-aa90-2624363de215,2026-06-03 13:51:14.740993,2026-05-08 05:04:00,2026-05-16 13:51:14.741020,
78e77961-987d-4141-8267-4037b5f19890,Januja,Ramaswamy,Januja Ramaswamy,Ahmedabad,Gujarat,India,Wholesale,LinkedIn,Qualified,404d7654-52ae-4333-91d7-753b4d63789e,2026-05-25 13:51:14.741040,2026-04-28 05:40:44,2026-05-16 13:51:14.741066,
4d324949-b467-4c61-96c2-d8c0379fb67e,Tristan,Mody,Tristan Mody,Mumbai,Maharashtra,India,Services,LinkedIn,Qualified,e441befa-88af-4f32-a4b7-caa2f90837a6,2026-05-23 13:51:14.741085,2026-04-12 12:48:15,2026-05-16 13:51:14.741111,
f4440fce-db77-477a-8d7d-f1ceafd5de9f,Varenya,Bhasin,Varenya Bhasin,Surat,Gujarat,India,Manufacturing,LinkedIn,New,42050019-05f0-4de7-b45b-cea5eda7386f,2026-05-19 13:51:14.741132,2026-02-05 22:02:07,2026-05-16 13:51:14.741158,
a5d4596d-0940-423f-a6b0-4076dc6beb3c,Brijesh,Chhabra,Brijesh Chhabra,Bangalore,Karnataka,India,Retail,Referral,Qualified,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-06-03 13:51:14.741179,2026-01-08 18:41:16,2026-05-16 13:51:14.741205,
c21758fe-5313-47cc-80a3-c8f17175649a,Jyoti,Suri,Jyoti Suri,Kochi,Kerala,India,IT,Referral,New,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-05-20 13:51:14.741225,2026-04-17 14:32:19,2026-05-16 13:51:14.741251,
cd3ecd92-5eb1-48dc-b412-19167be923a4,Dakshesh,Chacko,Dakshesh Chacko,Kochi,Kerala,India,IT,JustDial,Qualified,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-05-22 13:51:14.741271,2026-01-05 19:05:22,2026-05-16 13:51:14.741297,
d62dbe22-b96d-4663-ab0d-d2e066c6275d,Varenya,Sehgal,Varenya Sehgal,Nashik,Maharashtra,India,Pharma,IndiaMART,Contacted,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-06-02 13:51:14.741317,2026-05-05 07:23:11,2026-05-16 13:51:14.741355,
d350655e-3700-4ea2-84f1-a02bf0d4db32,Zansi,Raghavan,Zansi Raghavan,Pune,Maharashtra,India,IT,Referral,Contacted,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-05-28 13:51:14.741377,2026-02-18 10:39:19,2026-05-16 13:51:14.741404,
3876d59d-ad25-40d6-9471-f2a250814711,Anvi,Shanker,Anvi Shanker,Kochi,Kerala,India,Retail,Referral,New,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-05-27 13:51:14.741424,2025-11-20 07:54:49,2026-05-16 13:51:14.741451,
4ec21fd0-90d0-4f45-9476-cbe6e97cc06c,Anthony,Radhakrishnan,Anthony Radhakrishnan,Pune,Maharashtra,India,Pharma,LinkedIn,Qualified,404d7654-52ae-4333-91d7-753b4d63789e,2026-06-01 13:51:14.741471,2026-01-24 10:25:01,2026-05-16 13:51:14.741497,
9ed8142d-bee0-4c46-990c-2f79fad2d7a8,Om,Palla,Om Palla,Chennai,Tamil Nadu,India,Wholesale,Website,Contacted,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-05-21 13:51:14.741517,2026-04-28 23:29:40,2026-05-16 13:51:14.741543,
eab8f6d2-14ee-4243-9ab6-1b97d3dd4c33,Sachi,Tailor,Sachi Tailor,Kochi,Kerala,India,Logistics,IndiaMART,Qualified,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-05-19 13:51:14.741564,2026-02-17 18:37:13,2026-05-16 13:51:14.741589,
119f1248-72dd-42f8-b094-b1ac85560571,Banjeet,Bhat,Banjeet Bhat,Nashik,Maharashtra,India,Services,LinkedIn,New,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-05-21 13:51:14.741610,2026-02-24 05:59:22,2026-05-16 13:51:14.741636,
c606920d-b668-49ae-b70e-6c99ac7716f3,Bachittar,Raju,Bachittar Raju,Chennai,Tamil Nadu,India,Pharma,Referral,New,e75d85fc-9d80-421a-aa90-2624363de215,2026-05-25 13:51:14.741656,2026-02-19 09:10:08,2026-05-16 13:51:14.741682,
bad161ee-a2e1-4438-ac86-46e9e7c90698,Isaiah,Dewan,Isaiah Dewan,Hyderabad,Telangana,India,Retail,Referral,New,42050019-05f0-4de7-b45b-cea5eda7386f,2026-06-02 13:51:14.741708,2026-01-14 13:04:58,2026-05-16 13:51:14.741734,
b8ccaf55-3a5b-4bae-9f2c-685c13034b5e,Karan,Kale,Karan Kale,Surat,Gujarat,India,Wholesale,LinkedIn,Contacted,566164f0-b746-41f4-b85a-4806de2c294b,2026-05-20 13:51:14.741756,2026-03-08 04:37:19,2026-05-16 13:51:14.741782,
cf7baca7-0971-436a-99f1-ab2b613abe95,Wishi,Chakrabarti,Wishi Chakrabarti,Hyderabad,Telangana,India,Manufacturing,Referral,New,404d7654-52ae-4333-91d7-753b4d63789e,2026-05-28 13:51:14.741802,2025-12-31 18:02:02,2026-05-16 13:51:14.741828,
d97d89cd-3d45-4daf-9fe8-d988305086b6,Tanish,Zachariah,Tanish Zachariah,Chennai,Tamil Nadu,India,Wholesale,IndiaMART,Qualified,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-05-29 13:51:14.741848,2026-02-14 03:44:01,2026-05-16 13:51:14.741873,
259fe82f-2cbe-4fb9-b054-8d9a81166051,Vinaya,Kunda,Vinaya Kunda,Chennai,Tamil Nadu,India,Services,IndiaMART,New,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-05-31 13:51:14.741893,2026-04-22 03:59:32,2026-05-16 13:51:14.741919,
24aaa093-9a49-4c80-a07a-f5491b4e40dd,Kai,Babu,Kai Babu,Kochi,Kerala,India,Pharma,IndiaMART,Contacted,566164f0-b746-41f4-b85a-4806de2c294b,2026-05-18 13:51:14.741939,2026-02-23 09:59:51,2026-05-16 13:51:14.741966,
3574c61e-fc33-4bf2-a460-33af03e6164d,Zashil,Palla,Zashil Palla,Chennai,Tamil Nadu,India,Pharma,Website,Contacted,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-06-03 13:51:14.741986,2026-04-23 13:18:51,2026-05-16 13:51:14.742013,
103ce924-ec76-4b9a-ab22-6fbffe948d19,Devansh,Deol,Devansh Deol,Mumbai,Maharashtra,India,Wholesale,LinkedIn,Qualified,13815ae1-d9c7-4b60-877c-5b354527caac,2026-06-01 13:51:14.742033,2026-02-26 11:30:13,2026-05-16 13:51:14.742061,
17f8bcd9-dfa6-4db8-9e05-c4381679b027,Finn,Sarin,Finn Sarin,Surat,Gujarat,India,Logistics,LinkedIn,Qualified,e75d85fc-9d80-421a-aa90-2624363de215,2026-05-18 13:51:14.742082,2025-12-15 04:53:40,2026-05-16 13:51:14.742108,
44c5000f-5c22-4ed7-9d73-9e76a1963bc2,Niharika,Desai,Niharika Desai,Hyderabad,Telangana,India,Pharma,Website,Qualified,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-05-24 13:51:14.742129,2025-12-27 13:11:49,2026-05-16 13:51:14.742155,
17def82c-3199-47bb-bedb-f08c4688e529,Balvan,Borah,Balvan Borah,Mumbai,Maharashtra,India,IT,Website,Contacted,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-06-03 13:51:14.742175,2026-03-02 08:06:38,2026-05-16 13:51:14.742201,
3e6f8ff3-983f-4515-bc86-1ac111216f62,Bakhshi,Saxena,Bakhshi Saxena,Hyderabad,Telangana,India,Pharma,IndiaMART,New,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2026-05-19 13:51:14.742221,2026-02-25 03:27:22,2026-05-16 13:51:14.742247,
141ebc23-9667-4d1b-952d-faf531ff82a2,Zansi,Hans,Zansi Hans,Chennai,Tamil Nadu,India,Wholesale,Referral,New,13815ae1-d9c7-4b60-877c-5b354527caac,2026-05-19 13:51:14.742266,2026-05-13 20:32:58,2026-05-16 13:51:14.742292,
5c6484c4-dbbe-4b81-9afa-5148de9e9f52,Oni,Borra,Oni Borra,Ahmedabad,Gujarat,India,Logistics,Website,Contacted,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-05-22 13:51:14.742311,2026-02-23 11:51:22,2026-05-16 13:51:14.742337,
ef999bfa-b9f2-4c01-ae04-ff22b484d131,Udarsh,Deo,Udarsh Deo,Ahmedabad,Gujarat,India,IT,LinkedIn,Qualified,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-05-17 13:51:14.742357,2026-02-24 09:45:55,2026-05-16 13:51:14.742382,
509f5580-2e27-464c-ac28-0327d0c88f08,Amaira,Bajwa,Amaira Bajwa,Kochi,Kerala,India,Pharma,IndiaMART,Contacted,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-05-30 13:51:14.742402,2026-03-30 02:55:33,2026-05-16 13:51:14.742427,
79d8e66d-051b-44fb-8cf9-380ca62abdd6,Bhanumati,Bains,Bhanumati Bains,Surat,Gujarat,India,Manufacturing,IndiaMART,New,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-05-22 13:51:14.742447,2026-01-16 15:46:05,2026-05-16 13:51:14.742472,
