id,source_number,destination_number,duration,call_status,call_outcome,assigned_user_id,created_at,deleted_at
2ddfd0cf-f48a-494c-938d-590191f0e974,01899921269,04477274192,466,Busy,Interested,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-03-07 13:31:10,
86b4ee0f-e1a0-4b73-a686-4cd6265f95ed,2712774245,02602669089,899,Missed,Not Interested,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-03-08 08:53:39,
7ee6e504-8be3-4d50-8005-147fd2ed4c78,+912393783246,+918473912455,497,Missed,Follow-up,13815ae1-d9c7-4b60-877c-5b354527caac,2026-04-10 06:45:03,
115acd8d-a3b6-44c8-b4a8-828a30a647ff,+911127469397,+913291340461,662,Missed,Not Interested,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2026-05-05 12:00:44,
36325c0c-4b22-4e6d-800f-8b23f49adc61,1799143663,01862975856,986,Missed,Follow-up,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-03-26 11:19:52,
d2d7c25b-0e3f-4431-9da6-86064ba54576,02763888829,+913476949185,823,Missed,Follow-up,566164f0-b746-41f4-b85a-4806de2c294b,2026-02-19 11:20:48,
1fe7a972-991c-47ff-998a-17bb1671ec7d,+917416105001,+911100031211,1077,Busy,Not Interested,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-04-10 10:39:59,
8c6203ea-24dd-4708-b901-d2f0f24cff9e,01296876132,01226512243,129,Busy,Interested,13815ae1-d9c7-4b60-877c-5b354527caac,2026-01-01 07:55:44,
cc9276f4-e710-4016-91ac-6dba82fe8089,06308665500,05072157225,671,Missed,Interested,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-04-15 18:12:58,
65400908-5a6b-4dfd-a155-0972733d429a,+916017657949,+913197549322,1008,Busy,Interested,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-03-27 23:56:09,
b3f9107e-1d4c-4088-b7f7-dd0c591ced7a,1446953247,04883714085,1186,Busy,Not Interested,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-01-05 04:24:01,
6ba1494e-36e8-4d71-b9f2-cda467e9d41b,08641057759,+916121949699,347,Busy,Interested,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-01-07 12:52:08,
dad114c2-5f47-4cc5-a8d0-59076a76ee08,07217894712,01632262607,700,Busy,Not Interested,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-02-10 02:17:25,
2e63dfa8-0385-424e-bd92-49d22b447acf,9394746166,2901259878,815,Connected,Interested,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-02-12 07:01:08,
2b4e8fd5-b349-4274-af89-eba8a5b9287f,06877608227,07394771170,797,Connected,Not Interested,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-03-18 15:25:50,
0f03669d-79ae-4a6d-842a-69952fe6b63e,02004610100,6532329924,917,Missed,Not Interested,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-04-05 06:24:26,
afa9a192-62b4-46da-862c-3f59d29c4885,03583904101,6883497513,348,Connected,Follow-up,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-04-15 12:18:15,
82823a0b-e3db-4a5f-93bf-cccb57abe8d0,06373552467,02038141088,47,Busy,Interested,566164f0-b746-41f4-b85a-4806de2c294b,2026-01-12 05:58:25,
33255c2e-d19e-4ba3-8390-79c120678a19,02677815629,07910981342,969,Busy,Interested,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-05-01 02:53:04,
e7d7a4a3-ff73-4e9b-8fc0-84ecb7fc4dd1,+916277367574,+917358963319,425,Missed,Follow-up,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-04-06 10:38:57,
033f4c1d-04bc-424b-ba05-5557500b3b89,09970246928,+912517805291,1144,Missed,Interested,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-02-08 07:16:46,
ce891fd2-1556-4a1e-85ed-786ce3cd7368,+912016394963,+911389512292,1027,Missed,Follow-up,566164f0-b746-41f4-b85a-4806de2c294b,2026-04-22 19:46:14,
a27cad4a-7e6e-46b6-8f2c-8c707bed84aa,09801021421,7125713892,796,Connected,Not Interested,e441befa-88af-4f32-a4b7-caa2f90837a6,2026-03-17 14:53:56,
5d6f2b50-fe9c-40ab-a9c5-82bfcb2b7b67,06014650342,07659651130,842,Missed,Interested,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-03-19 01:34:27,
86f2bfef-23bc-4ecc-9ed1-6add7593772d,08573918909,8487537419,216,Missed,Follow-up,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-04-06 08:41:10,
7dc317dd-9ea6-48b4-b2b0-b96a3576b800,+911127812295,+917687993124,1125,Missed,Follow-up,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-03-29 18:43:14,
f5ba40f4-1df0-47fd-acee-e417bf4b00d0,07197955233,+911040043165,503,Connected,Follow-up,404d7654-52ae-4333-91d7-753b4d63789e,2026-02-16 03:09:01,
f05d290b-69fc-4cca-8668-7f962627540f,05593891548,03493748029,180,Busy,Not Interested,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-05-10 18:03:27,
d2080a91-a676-4b8d-a366-83cadd0e5d21,09397860426,+910015601934,165,Busy,Not Interested,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2026-02-06 18:03:16,
e31d9a87-8e6e-4b64-aa97-c794fe4703e5,+918404794607,+916683435608,875,Busy,Follow-up,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-01-22 19:35:46,
85bb3873-7856-42bd-83aa-e718d2cbc2b8,09363329773,04584207839,502,Connected,Follow-up,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-02-08 07:12:11,
37804785-b87d-4b75-ac2b-f1692f2569a2,6759520103,00473542755,239,Busy,Interested,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-01-22 01:13:45,
63c7b3dc-5f09-44ef-ae3c-4a5c22ee7603,04974368459,+916104900697,452,Missed,Interested,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-01-16 11:52:42,
644a7b44-d8b5-48bb-96b3-872fb802ea65,00554315629,04899938253,727,Connected,Follow-up,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-02-12 20:19:30,
a872398d-5a19-483a-afe1-e6a9d604cf95,+910419740099,5049348121,385,Connected,Follow-up,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-01-28 22:48:10,
d3e1a2d5-5093-4248-a5fa-3c2bde2a4242,6752834289,06689313000,128,Missed,Interested,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-05-13 18:04:41,
fbf07900-cbda-4c8e-8402-d55806f95588,8499019203,02538839240,902,Missed,Not Interested,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-04-22 23:24:44,
68f2ff7b-213b-452c-b397-ec4f87a5c201,+911605414717,04812862172,704,Connected,Interested,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-04-30 05:40:07,
fccc5f5f-f311-4f94-8040-5beda66663db,+913288381896,03006985382,908,Connected,Not Interested,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-03-03 14:44:59,
6828e596-e9ab-482b-a21f-4b33a4f5d8d1,+912669971108,00526078761,319,Missed,Interested,404d7654-52ae-4333-91d7-753b4d63789e,2026-01-08 18:56:01,
0f785949-786c-4d5f-a393-a6d8886e64a5,+911839714791,0663712427,435,Missed,Interested,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-03-09 14:16:52,
fc60e417-4f63-447d-b629-1ee7814a21f3,8463929348,7039154506,542,Missed,Not Interested,566164f0-b746-41f4-b85a-4806de2c294b,2026-02-12 21:55:59,
3f21d5b9-e9b4-41a3-8081-641579910746,+918745912856,00661980706,1014,Missed,Follow-up,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-02-26 12:51:11,
abf0ca13-9663-493e-8ee5-6b0456d33f4d,+912900771403,+917833274358,398,Connected,Interested,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2026-04-17 20:43:05,
7ed88add-a2e3-4149-8694-84a2ec15daa5,7300379100,5859233813,284,Missed,Interested,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-04-09 21:38:26,
5de68257-3996-44cb-8ab9-2be27410b927,+918289848479,1578694151,836,Missed,Follow-up,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-04-20 19:21:02,
28d03e2f-807e-4cc6-941d-7df1c1eb11fe,06570174236,5229787436,1130,Busy,Not Interested,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-04-12 01:41:07,
8a24e83e-0217-4a49-b7b6-dd917044e498,7418699620,6186275634,958,Missed,Follow-up,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-05-08 19:18:01,
b4dd3c91-cb35-4b22-a593-4a85441d6cac,7299240740,01885168838,482,Connected,Follow-up,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-04-12 11:28:05,
7b29fa1c-4c95-40f6-b2f1-5440656463b6,+916151007744,+914409391604,1079,Busy,Not Interested,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2026-03-04 21:48:34,
9d5692df-7db2-4029-9ddc-8b92c207e66d,7837924633,4021619625,1100,Busy,Not Interested,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-01-16 07:50:18,
27fd4524-b72a-4070-927b-9c87a4b04672,7287793595,00949387506,620,Missed,Follow-up,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-03-27 10:00:03,
a254ac77-f27d-4dbc-8985-2ade587d6315,04837360737,+915405626310,881,Connected,Follow-up,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-01-22 13:22:15,
2c8c8e7d-46d5-46ec-b533-fae9510282a3,1451004429,07847542506,232,Missed,Interested,e441befa-88af-4f32-a4b7-caa2f90837a6,2026-04-15 04:00:13,
5f32e938-e719-4022-8c81-b44e9457e300,+917977057296,7259363895,305,Missed,Not Interested,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-03-14 04:07:30,
1b05448e-1f1e-49ca-a08f-a07e8b9f7139,01886615619,0853574185,636,Busy,Not Interested,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-03-23 23:14:28,
11cfeccf-ae24-4e06-bf3a-d450587258e1,9927016911,+910711776017,507,Busy,Not Interested,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-02-15 03:53:26,
56ca8f49-3a52-4426-bea3-d1760233367d,04001412302,8444600911,937,Missed,Not Interested,e75d85fc-9d80-421a-aa90-2624363de215,2026-04-25 14:24:49,
ccfd9e78-63af-4527-ab49-f29020138e22,+911743378179,05196951006,457,Connected,Interested,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-02-17 15:22:58,
0785e039-88ff-49d3-b316-1cc06dee5fb3,+912068846851,04484188636,186,Connected,Interested,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-01-18 04:43:37,
58b289e9-4d2b-466a-bafe-184b976d1c90,05327204027,+910387199624,91,Busy,Follow-up,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-04-28 20:07:26,
5ea3c681-7bc4-431e-a12b-fd1294d8c931,+912823820183,+918126554318,1041,Connected,Interested,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-03-01 21:11:25,
bc8025ae-338e-4d0c-81c9-70d37a8996d6,1469816010,6642678986,742,Busy,Follow-up,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-03-09 12:31:49,
d94c58d2-c6bc-4980-9c08-d32c4dbb07ba,2499067458,1785616561,991,Busy,Not Interested,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-02-20 17:29:13,
d1d6d240-e5c3-4f4d-8785-086f1838e5f2,+917347700458,3791177966,490,Connected,Interested,e75d85fc-9d80-421a-aa90-2624363de215,2026-03-13 11:37:56,
dcb96c35-8e49-4d1d-ad60-85163cb1d509,4781383061,+910651773266,323,Connected,Not Interested,560f2adc-162e-473b-8cd1-0546376e74e9,2026-02-23 00:41:17,
d0aa8a66-6f24-446b-ac3c-3ae6a3a64a30,4672662049,+916941889082,370,Missed,Interested,e75d85fc-9d80-421a-aa90-2624363de215,2026-04-28 01:14:24,
d28c071a-4420-46f2-ba64-d4d9a465c396,05172906836,6222778226,226,Connected,Interested,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-01-13 20:03:49,
a163d52b-bc11-4fa0-82da-ee924514085a,+916672297596,5702168349,442,Busy,Interested,560f2adc-162e-473b-8cd1-0546376e74e9,2026-04-10 10:15:35,
2a28f883-79a0-4d1d-8d47-15e0c3869821,0796043827,+914035228531,552,Connected,Not Interested,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-02-11 18:50:45,
7ebac127-9420-4f0f-be29-2e3e72ced755,+912767321105,1955329476,1101,Busy,Not Interested,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-04-22 23:21:43,
4ad74c7d-f951-49d4-ba33-a82c64091ad4,6134377847,+918859148634,1050,Missed,Interested,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-04-12 07:36:30,
1cc83aab-c1cf-4554-b774-2c1fcfa56cdf,+910398852849,00539704035,259,Connected,Follow-up,13815ae1-d9c7-4b60-877c-5b354527caac,2026-03-17 15:48:20,
fcbfec36-c3ee-4b48-9634-fe35dd590394,+916883526587,03537581098,603,Connected,Follow-up,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-03-28 18:17:20,
be8e8f0e-33ca-4600-bb43-c531804fcf0e,+915253482381,+918667898579,1127,Connected,Not Interested,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-05-05 07:22:11,
1b2e7e04-f6ae-4527-bd1b-064b8b24b711,9221233966,06113657400,524,Connected,Interested,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2026-04-10 07:18:05,
f3ed6d4d-59eb-4c04-b9f0-ba4aabedbf4b,07730621834,8679730523,265,Connected,Follow-up,13815ae1-d9c7-4b60-877c-5b354527caac,2026-02-10 15:59:01,
b35e6faa-43d4-4acf-bbde-b820859ed818,06473906675,+915749455123,390,Connected,Follow-up,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-01-04 16:21:59,
87ee8a6f-ee9b-4d00-88a2-90ca83ee58d9,9736320528,06614366348,304,Connected,Follow-up,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-05-05 07:45:04,
e4dd41aa-4dc3-42c3-ac18-56e419031aa7,7600720272,05625290701,94,Missed,Follow-up,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-02-02 04:42:19,
bacaf5e6-d853-4f55-974b-a28b588788c5,+910785802206,+910369127343,777,Busy,Interested,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-03-02 10:01:24,
3ad211fa-fba4-4e50-901f-1b3b64742c7c,+913166014281,1610492842,777,Busy,Not Interested,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-03-10 01:01:07,
0a9cf12f-ef3f-4c63-9c2f-b3b9ad7fd348,08633276606,07326474026,992,Connected,Interested,e75d85fc-9d80-421a-aa90-2624363de215,2026-05-14 08:26:15,
28ff549e-5e93-47c8-87a8-1ee242c6d10b,+918024610954,7044203170,1187,Busy,Not Interested,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-01-28 18:56:07,
88569be2-a00f-427d-a3a2-07aaf3a80fd7,2130745856,+916606420027,1156,Busy,Interested,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-01-23 17:03:52,
b8332f81-e518-4ef9-8283-1a557a4dec85,+913323401117,+916736762206,743,Busy,Interested,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-01-08 12:42:37,
faf62173-51ae-4b23-acc1-fcca87c43c16,3908348413,4351916181,213,Missed,Interested,13815ae1-d9c7-4b60-877c-5b354527caac,2026-02-19 10:54:25,
1ecafb61-8ff0-44f6-92f5-35eb986af1b1,09343559882,+915833662711,1008,Connected,Not Interested,560f2adc-162e-473b-8cd1-0546376e74e9,2026-04-01 22:15:48,
fd99eea1-f4af-4440-81e6-76b01adabf47,1344848061,2275908887,47,Missed,Follow-up,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2026-02-06 06:21:56,
fe86a1db-8d37-43fc-86b6-227e9646a395,+916845230087,8360827130,1007,Busy,Interested,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-01-07 01:27:29,
86a6b319-2abd-48aa-bfeb-356d227bda92,+916205014276,+912681023903,1075,Connected,Not Interested,13815ae1-d9c7-4b60-877c-5b354527caac,2026-02-14 11:00:22,
a800a27c-c5e5-4ff1-bbca-0caa5cd5d2b5,05170699274,04524953874,53,Connected,Not Interested,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-04-15 17:57:20,
19b98a77-896f-4f39-a0b5-209114e133ac,+913844502068,+913605070823,616,Missed,Follow-up,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-03-22 21:22:43,
762775ca-10c7-4f81-b3dc-576a54e54396,7624070193,+912012463775,1048,Connected,Not Interested,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-04-03 13:49:08,
3f0d5f64-470c-4974-a676-265e94091c33,7472935361,6345633498,175,Connected,Not Interested,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2026-01-01 09:34:57,
9e474ec1-163a-440e-99ff-b3b0c8710ec1,+916127962248,+914683437087,754,Connected,Interested,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-02-05 14:20:32,
7faf03c2-32e7-4216-941d-c478f7988d8e,08444140016,06566703481,729,Missed,Not Interested,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-01-10 19:12:35,
4ec34962-7a22-4608-b43c-702200ffa812,+919352611614,+918245679328,613,Busy,Follow-up,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-03-14 12:29:08,
789da287-708d-47ef-8a5f-fff3a55a2b53,+917955501701,07534399455,1106,Busy,Not Interested,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-03-27 13:24:39,
568fd94b-61eb-4142-a2b9-c55f83270dc3,6104951241,00378520058,912,Missed,Not Interested,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-01-05 22:58:08,
487d738a-f096-45cf-85e4-4b0b7626d557,07343315242,0525121389,679,Missed,Not Interested,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-03-22 06:31:38,
acce7d03-9a6a-4ecd-b3dd-23d04d197f02,+910113452457,+917398603423,78,Connected,Not Interested,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-03-30 17:34:44,
0fa36b6b-5f33-492f-b4e7-8041302afd69,8011462503,05138110628,1120,Connected,Interested,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-04-13 00:32:07,
9bb23654-be49-4108-939e-8bb4c580da5c,+917201916624,+919443024210,1170,Missed,Follow-up,13815ae1-d9c7-4b60-877c-5b354527caac,2026-03-14 02:45:35,
20ba2efe-7430-48fd-8f77-eb1103418917,+914314369117,01415379018,268,Missed,Not Interested,560f2adc-162e-473b-8cd1-0546376e74e9,2026-01-18 03:13:19,
605547ae-7c42-41d2-9e51-82366a85388f,2940942220,1687999064,681,Busy,Follow-up,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2026-05-13 21:37:26,
83b65ee4-c486-45bf-8250-18c97e27a011,+918018165419,2074457720,190,Missed,Interested,e75d85fc-9d80-421a-aa90-2624363de215,2026-05-11 19:21:03,
f5853d33-480a-4f1f-9b97-f22a65590b31,+911407218154,02284650826,1072,Connected,Not Interested,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-04-05 13:58:10,
17b43bb3-112b-4362-b9a3-97bcc220fb13,06708700132,05595802481,865,Busy,Interested,e75d85fc-9d80-421a-aa90-2624363de215,2026-03-03 02:34:34,
122ee343-bfd0-4c10-93a0-552e0d03a443,06839783545,9121951735,911,Connected,Interested,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-03-08 14:31:31,
d54a3296-168f-428c-99fc-dc3f4c774cbc,+914952499992,6598582762,841,Busy,Not Interested,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-04-09 01:12:21,
0e59eb37-cb40-4398-b09a-a43533e2ac96,+917238916695,04486706458,991,Connected,Not Interested,13815ae1-d9c7-4b60-877c-5b354527caac,2026-04-30 00:47:15,
14b4fd61-a262-4021-9803-9189c705b47c,1386927585,02765881540,786,Missed,Follow-up,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-02-05 02:17:59,
6cef1c34-6b2e-482e-a605-aa3fa9220adf,00916277739,+917674394026,1118,Connected,Interested,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-03-30 14:09:23,
9a62fd66-d170-4fb0-af89-fa2c405c84c8,07525421329,02042044049,772,Connected,Follow-up,404d7654-52ae-4333-91d7-753b4d63789e,2026-02-17 05:23:58,
bf858283-1fb3-48cb-ac05-54bb7763f5cc,+911265054966,5209850319,1104,Missed,Not Interested,42050019-05f0-4de7-b45b-cea5eda7386f,2026-02-04 20:57:57,
f2f894bd-4d70-4a38-8394-423216150299,+910528618649,06057449090,459,Busy,Follow-up,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-05-06 20:52:01,
61992f5c-584b-449c-8ddf-98b2059f3f4b,00605584637,6257827555,696,Connected,Interested,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-04-09 06:20:31,
10b93668-6fff-49ea-840a-3fd08617a4da,8636362373,+913122585890,451,Busy,Interested,404d7654-52ae-4333-91d7-753b4d63789e,2026-02-14 19:12:44,
e920cdd6-5742-4bb9-b0cd-d77a177188da,+916478226929,00429968001,1039,Missed,Not Interested,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-02-15 23:07:53,
